product;review
COCONUT MILK ANTI-BREAKAGE SERUM;I absolutely love this product! I was really leery because I have fine/oily hair, so putting an oil on it didn't seem like the best idea. I have been using the same hair products for years now, so when my hair started to become really frazzled and dry I wasn't sure why. Well, I decided to swap out my normal leave in (Biosilk) with this product and I am in LOVE! Since it is an oil base, I really just focused on the ends and then ran whatever was left on my fingers through my scalp/middle. Also, a little goes a long way. All my fly aways are tamed, my ends feel great, hair feels soft and looks beautifully shiny! Highly recommend this product.
COCONUT MILK ANTI-BREAKAGE SERUM;This is honestly the worst hair oil I've ever used. I already have pretty oily hair but I blow dry it so I like to add a little oil in the ends(like their argan weightless dry oil). But this one did not soak into my hair at all. It just left a gross oily greasy feeling to it and I had to wash my hair again the next day. It doesn't even soak in after a day. Granted I have very fine hair so maybe that's the problem but I do not recommend this product if you have hair like mine
COCONUT MILK ANTI-BREAKAGE SERUM;love it. recommend it.
COCONUT MILK ANTI-BREAKAGE SERUM;I use this product on my hair and it smells amazing, it made my hair so soft. I literally got compliments on the smell and how soft my hair looked.
COCONUT MILK ANTI-BREAKAGE SERUM;smells great and makes my hair feel soft and smooth. i'd recommend this to anyone with frizzy/wavy hair that uses heat on a regular basis. it does a great job of adding moisture back into my hair
COCONUT MILK ANTI-BREAKAGE SERUM;After bleaching my hair, it became dry and frizzy. I bought this and I can tell the difference. I apply some on damp hair and it feels so good. It smells yummy too. This serum is not oily for my hair and I love it.
COCONUT MILK ANTI-BREAKAGE SERUM;"Honestly I got this product to use in paint to create ""cells"" for my artwork"
COCONUT MILK ANTI-BREAKAGE SERUM;My hair became dry and brittle after a use of steroids....I'm SO happy I found this, talk about an instant fix.
COCONUT MILK ANTI-BREAKAGE SERUM;I use it everyday
COCONUT MILK ANTI-BREAKAGE SERUM;Great for thick, coarse, dry hair - works on wet or dry! Since it has silicone, I use a leave-in without silicone first, then use this. I've been using this every day since I discovered it over 5 years ago (I think).
COCONUT MILK ANTI-BREAKAGE SERUM;My hair was brittle and dry.  This made my hair shiny and soft.  It improved the feel and look immensely.  I started using it on my eyebrows and eyelashes and feel like they also look better after a short time.
COCONUT MILK ANTI-BREAKAGE SERUM;I washed my hair and then I just brushed it out and ran my fingers through my hair with the product on my hands.
Blonde Enhance + Purple Toning Shampoo;"My hair stylist recommended I use a purple shampoo to time down the blonde brassiness in my grey hair. I chose this because it said ""Toner"" on it. I put it on my dry hair for about 20 minutes. Not only did it take out the blonde but it made my grey such a gorgeous white color!!! It's soft and silky and I absolutely love it. I will be using it from now on."
Blonde Enhance + Purple Toning Shampoo;This really isn't doing much in terms of toning. I left it on for about 5 minutes and it barely toned at all. Maybe this is more of an every day use purple shampoo vs the more expensive brands that really get the job done.
Blonde Enhance + Purple Toning Shampoo;I used this right after my wedding me and my husband went to beach spend two nights in hotel I used it and he gave me compliments he said he loves my hair color it looks more gold and it's silky smooth I am so happy my husband compliment me thank Jesus 😍🥰🍀😇🙏🏻😍🥰🍀😇🙏🏻😍🥰🍀😇🙏🏻😍🥰🍀😇🙏🏻😍🥰🍀😇🙏🏻😍🥰🍀😇🙏🏻😍🥰🍀😇🙏🏻😍🥰🍀😇🙏🏻 Holy blessings and positive vibes
Damage Remedy + Coconut Miracle Oil Conditioner;i been using this brand for a year and has my hair so soft and great. love the smell.
Damage Remedy + Coconut Miracle Oil Conditioner;The scent is way to strong and artificial. Also it takes a lot of effort to make it lather up. Gave me dandruff too.
Damage Remedy + Coconut Miracle Oil Conditioner;Smells great, made my hair feel healthy, but it made my hair fall out in clumps.
Damage Remedy + Coconut Miracle Oil Conditioner;Ever since I started using this my hair feels so soft and silky! My hair is very thin and brittle, I have a lot of split ends but since I started to use this I have definitely seen an improvement and my hair definitely looks a lot shiner and healthier than before.
Damage Remedy + Coconut Miracle Oil Conditioner;Smells great but it made my hair very dry after using it.  Wouldn't use this everyday
Damage Remedy + Coconut Miracle Oil Conditioner;This product did not wow me at all. I really hoped that my hair would feel more hydrated and restored but it falls flat for me. No nice lather and my hair feels frizzy and not hydrated. Also it smells like playdough.
Damage Remedy + Coconut Miracle Oil Conditioner;Ive used this conditioner before and never had a problem now its making me break out all over my face and neck. The product is unusable.
Damage Remedy + Coconut Miracle Oil Conditioner;I have thin, fine and dry/damaged hair and I thought this product would bring some moisture back into my hair but I was wrong. The conditioner does absolutely nothing to my hair, might even make it worse. After combing it through my wet hair in the shower and letting it sit for a few minutes you'd think when washing it out my hair would be smooth and moisturized but it's the complete opposite. I can't even get through the knots and have so much trouble brushing after I get out of the shower. I never write reviews but I just couldn't believe this was rated so highly bc it SUCKS
Damage Remedy + Coconut Miracle Oil Conditioner;My hair was extremely damaged. I tried this shampoo and conditioner and my hair is healthy now! I've been using this for a few months and my hair couldn't be better.
Damage Remedy + Coconut Miracle Oil Conditioner;The smell was great. After my first attempt to use it, my hair was still very knotty. On my second attempt, I used a lot more and left it on longer. Once again, my hair was left knotty and almost felt like it had a coating on it once it was dry.
Damage Remedy + Coconut Miracle Oil Conditioner;This product is amazing!!! I used it on a whim after I had fried my hair with bleach. It was in horrible condition breaking off, hard to brush/comb, falling out and the ends were horribly damaged. After using the shampoo and conditioner for a few weeks, my hair came back to life!!! It also smells really good. I now use it regularly since I often color and use heat products and my hair looks shiny and healthy!!!
Damage Remedy + Coconut Miracle Oil Conditioner;This is the worst shampoo. You will get a lot of dandruff after using this shampoo and your hair will feel really dry.
Damage Remedy + Coconut Miracle Oil Conditioner;i'd give the shampoo a 6.5/10 it smelled very good, but it was a bit drying to my hair. I have very thick 3c curly hair. the conditioner would be an 10/10 it smelled amazing, even better then the shampoo and it was so moisturizing. I detangled my hair in half the time. I recommended for curly hair.
Damage Remedy + Coconut Miracle Oil Conditioner;I have blonde color treated hair and this actually moisturizers my damaged strands and I LOVE the smell
Damage Remedy + Coconut Miracle Oil Conditioner;After a few consistent professional hair colorings, my 3a/b curly hair was dull, lifeless, and a huge frizzy ball— my curl was nearly nonexistent. Within 3 uses of Coconut miracle oil shampoo, conditioner, and penetrating oil, I noticed a difference. My hair is silky, my curls are coming back, and it is SO much easier to brush through. I highly recommend!
Damage Remedy + Coconut Miracle Oil Conditioner;I bought both the shampoo and the conditioner and they work great together but I would also recommend using the tea tree oil and mint shampoo with the conditioner. Both products from this set are really good if you are trying to hold out on getting a trim. Super hydrating and made my hair feel soft and shiny. The one complaint is that after awhile it's almost like it stopped keeping my hair soft and smooth. It was good for the first couple of months though and the tea tree oil shampoo with this conditioner helped my hair grown 1 inch a month!
Damage Remedy + Coconut Miracle Oil Conditioner;Not the best not the worst hair feels good just as the shampoo which is also good would it buy agin no but I will continue to use
Damage Remedy + Coconut Miracle Oil Conditioner;I ordered this shampoo based on the reviews. I have long hair that goes almost down to my waist and the ends were split ends and dry and felt damaged. After one use with this shampoo my hair felt healthy and revitalized. Not only that it smells great!! I didn't have to use near as much as with drugstore brands such as Pantene and others to be able to cover all my hair and make it feel clean!
Damage Remedy + Coconut Miracle Oil Conditioner;I expected more from this conditioner.  I thought it would be super moisturizing because of how moisturizing the shampoo was, but I was wrong.
Damage Remedy + Coconut Miracle Oil Conditioner;It's smooth and smells great.
Damage Remedy + Coconut Miracle Oil Conditioner;love this brand
Damage Remedy + Coconut Miracle Oil Conditioner;I've spent almost two decades searching for the best products for my thick, curly hair. It's usually on the dry side and I dye it a few times a year. This conditioner is really and truly a miracle!! My hair has never been softer, lighter, and more manageable than it is now with this. It even helps keep my hair from tangling for a few days after. I couple this with a lightweight curl defining mousse (OGX or Frizz Ease, every other brand I have tried left my curls crunchy and heavy) after my shower and I can rock my natural look without frizz until I wash it again. I recommend mixing a dollop of the conditioner in a spray bottle with water to use for morning touch ups. It smells incredible and keeps my hair under control. Some people said it left residue but it never has with my curls.
Damage Remedy + Coconut Miracle Oil Conditioner;This is my favorite shampoo and conditioner out there!! It helps with my frizzyness, helps with the softness, and overall leaves my hair looking healthier with each use! The shampoo is a little light, but other than that they're great products!! (Talking about shampoo and conditioner!)
Damage Remedy + Coconut Miracle Oil Conditioner;I used this shampoo and conditioner and it made my hair very oily. My scalp does tend to be on the oily side, and I had it under control with my previous products but I wanted to try something new and read that this helps with hair growth. I tried it for a couple of weeks because I only shampoo every few days. It just didn't work for me. Made my hair very greasy looking. It will probably work well if you have very dry/damaged hair.
Damage Remedy + Coconut Miracle Oil Conditioner;Newer formula is less nourishing as it contains more chemicals and less coconut oil, which I suspect is where the old almond scent is originating from. It also leaves hair unmanageable, feeling like straw. After years of using OGX, I now have to find another brand.
Damage Remedy + Coconut Miracle Oil Conditioner;Love this product
Damage Remedy + Coconut Miracle Oil Conditioner;I have PCOS and went off my birth control for 2 months and my hair started thinning pretty bad. I'm caucasian and always had thick, long, healthy hair. It was heartbreaking. I tried many products that didn't help or made the fallout worse. I've been using this for about 2 weeks now and I'm beyond grateful for it. My hair looks and feels healthy again. I think it's starting to grow back and I barely lose any hair in the shower now, maybe just 2-3 strands. My dry, sensitive scalp really likes this too. I actually used this shampoo and conditioner back when my hair was at its thickest and longest 2 years ago. After my hunt for something to help with my hair loss, I finally remembered this shampoo and conditioner and how healthy my hair was when I used it in the past. I will always go back to this.
Damage Remedy + Coconut Miracle Oil Conditioner;The crown of my head has noticeable hair breakage and this conditioner is helping greatly so far.
Damage Remedy + Coconut Miracle Oil Conditioner;i try alot of shampoos and conditioners, but i always come back to this one. great for sensitive scalps as well.
Damage Remedy + Coconut Miracle Oil Conditioner;I was shopping for a new hair shampoo/conditioner duo for my thick,curly and frizzy hair. I was looking for something that would eliminate mid day frizz and puffiness and provide the long lasting freshly styled look I was aiming for. Budget is always a factor so that was a huge plus in my decision making while comparing products. My hair needs an extra moisture boost during this time of year in northern MI. The frigid, dry air does not play well with my hair. With all that being said, another factor in my decision was previous reviews. The majority of reviews I read had more pros than cons and overall seemed like a popular vote. For me, being extremely picky and careful of what products I put in my hair, it is saying a lot when I say that I found a winner. This duo is like heaven for my hair and I plan on sticking with it! If you are looking for help with your thick/curly/frizzy/dry strands...give Coconut Miracle Oil conditioner a try and thank me later!
Damage Remedy + Coconut Miracle Oil Conditioner;Tames the frizz
Damage Remedy + Coconut Miracle Oil Conditioner;Love the smell.  My hair is very touchable.  Tames the curls.
Damage Remedy + Coconut Miracle Oil Conditioner;perfect for soft hair
Damage Remedy + Coconut Miracle Oil Conditioner;hair came out silky
Damage Remedy + Coconut Miracle Oil Conditioner;I'm broke so I asked the store associate for reccomendqrions. she suggested this. I bought it. I used it. it works very well. the shampoo isn't super Sudsy. I love that. the more suds and bubbles the more damage and stripping of natural oils to your hair. love the product. smells great. doesnt make my hair greasy. I was worried bc I have baby fine yet super duper thick hair. the ends of my hair are super dry. this helped. I followed up with the conditioner and the miracle oil. they're great.
Damage Remedy + Coconut Miracle Oil Conditioner;I bought this bc I'm broke and cannot afford expensive shampoo right now tbh... a lady in ulta recommended this product. I clutched my pearls because everyone has always told me that this brand is bad for your hair. I'm guessing they have changed their formula up a bit.  this product is actually amazing. smells great. moisturizes the hair. do not expect it to foam up. lots of foam is more damaging and strips hair of it's natural oils anyway.. leaving your hair dry and brittle. I do enjoy this product. if all goes well I might completely make the switch to this brand
Damage Remedy + Coconut Miracle Oil Conditioner;Great product helps repair hair!!
Damage Remedy + Coconut Miracle Oil Conditioner;I've been looking for an affordable alternative to my more expensive hair care favorites and I think I'll just have to go back to what I was using before. I wash my hair 1-2 times a week as it is dry and frizzy, and doesn't get oily fast. I was hoping the Coconut Miracle Oil duo would help keep my hair soft, as I need to use a little more product to get good results. My hair was soft for a couple of weeks, but after a couple of washes with this particular range, my hair felt kind of dry and my ends were starting to split. Adding a mask from the same line doesn't help. I think this is okay if you're not picky and have normal, fine hair, it just wasn't for me. It smells really pretty, though, but I don't think there is a lot of oil in this product. Back to the drawing board.
Damage Remedy + Coconut Miracle Oil Conditioner;it smells great! It makes my hair soft and bouncy and really improved my curl texture! I use this with the conditioner and mousse and so far so good! Would buy again.
Damage Remedy + Coconut Miracle Oil Conditioner;Leaves my hair soft when used with the conditioner
Damage Remedy + Coconut Miracle Oil Conditioner;Leaves my hair nice and soft when used the the shampoo
Damage Remedy + Coconut Miracle Oil Conditioner;"my amazing hairstylist recommended me OGX, and i took it upon myself to pick this rainbow one out, because i LOVE coconut and this was advertised as ""miracle oil"" for my coarse [and sometimes dry] hair. when i used this, it didn't smell like coconut, more like odd plastic-y chemicals. this shampoo also doesn't foam well (if at all), and you have to fight with it to come out of the tube like a gel. because it doesn't foam, i don't get as much coverage on my scalp and thus have to use more than normal. my previous shampoo, garnier fructis (laughably a cheap brand, but at least i'm trying to upgrade my hair game!), i would use a fraction of the amount that i have to use of this OGX 'miracle' shampoo. not happy about this purchase, will not purchase again. also 3x as pricey as fructis if you measure oz for oz. PASS."
Damage Remedy + Coconut Miracle Oil Conditioner;I bought this conditioner with the shampoo during a trip because I forgot my regular products. I have bleached and dyed my hair for years now, so I'm always looking to add moisture back into my locks. To my surprise, this pair moisturized AND restored a lot of the natural body and texture in my hair. Affordable and effective.
Damage Remedy + Coconut Miracle Oil Conditioner;This conditioner smells good, like you're in Hawaii! My hair feels so soft and hydrated when I use this. I have fine hair thats relatively thin. It doesnt weigh my hair down at all. I love this with the matching shampoo. Love it!
Damage Remedy + Coconut Miracle Oil Conditioner;This shampoo smells good, like you're in Hawaii! My hair feels so soft and hydrated when I use this. I have fine hair thats relatively thin. It doesnt weigh my hair down at all. Love it!
Damage Remedy + Coconut Miracle Oil Conditioner;"The first time I used this my scalp itched. I thought I was having a weird reaction to the coconut oil in this, but it couldn't be because I put raw coconut oil on my hair from time to time and have no itchiness. After I used this a few more times the itchiness sort of stopped, but this doesn't really moisturize my hair. It feels dry down to the ends and sort of frizzy. I'm a ""you buy it, you find some way to use it until it's gone"" kind of person and this is doable when you use a hair mask or hair oil in conjunction with it. It's also sulfate free so that is good for my color treated hair. There seems to be not very many choices for sulfate free products! But I don't think I will buy this again, even though it has a great price."
Damage Remedy + Coconut Miracle Oil Conditioner;I love the smell of this product except the smell fades within hours of washing. It doesn't lather well until ALOT of product is applied. It also doesn't give the deep scalp clean feeling like other shampoos might however I do like it and think my hair is healthier from using it.
Damage Remedy + Coconut Miracle Oil Conditioner;Works pretty good gives shine and pretty awsome smell in one week of used ...
Damage Remedy + Coconut Miracle Oil Conditioner;I really love this stuff. I do wish they made this in much bigger bottles. I also wish they would change the lids on their bottles to a flatter lid so it stood in the shower better when the product is running low. I use 2 bottles of this to 1 shampoo bottle. It really does detangle and add moisture back into my hair. I have really long straight yet wavy hair and it gets extremely dry from the mid shaft down. I always end up using far more conditioner than shampoo in any product I buy. I love this in the winter time and dry climates when my hair needs that extra moisture the most in conjunction with the shampoo and hair oil. It's great for detangling and adds a nice shine. Does nothing for static. But helps to keep my hair moisturized when I really need it the most without feeling greasy or weighed down. I do not get product build up or find that after a while it just doesn't work for me anymore. I really love it. I'm not crazy about vanilla and coconut scents. So I usually use a body mist to cover it up. But a lot of people compliment me on me way it smells when I forget to apply mist. But hands down it works great if you like the smell or not. And it isn't atrusive just not my thing. But it is my go to when I really need the moisture in my hair. I find it far More productive than the Argan oil line in the winter months. But I love the Argan line for summer and humid climates.
Damage Remedy + Coconut Miracle Oil Conditioner;Great shampoo for the winter months to add some moisture back into my hair. It's a little heavy on my hair in the summer. But it is great for dry climates when I travel or the dry winter air. Wish they would change the lids to flat lids so it is easier to stand up in the shower when the product is running low. I also wish they made this in jumbo bottle sizes. I use this along with the hair oil and conditioner. I have really long hair and my end and middle shaft get very dry. The triple combo helps to keep it from getting brittle. I don't recommend the hair mask with it. I found it to be very drying and counter productive. It actually made my hair worse. I really hate the hair mask. But the shampoo conditioner and hair oil are lovely.
Damage Remedy + Coconut Miracle Oil Conditioner;My hair was so dry & damaged I think bc I was using the wrong brand! I've always liked OGX products but had switched 2 try some high end ones & none have worked as good as this one. So I'm back on to using this brand's products again. And for the price I'll always continue to buy!
Damage Remedy + Coconut Miracle Oil Conditioner;Made my hair smoother and did not dry it out.
Damage Remedy + Coconut Miracle Oil Conditioner;It smells great, but really REALLY dried my hair out. It causes bad frizz.
Thick & Full Biotin & Collagen Conditioner;I have been using this product for a few months & have lost so much hair since I have been using. I did not think it was related to the product until I did some research.
Thick & Full Biotin & Collagen Conditioner;I've been using this product for several months, and it left my hair in worse condition than before.  It's way too soft -- and fly-away!  None of which is an improvement over no conditioner at all.  The only good thing I experienced with this product is the fragrance -- if it was a product that did even the minimum of what any conditioner should do, I would buy it just for the fragrance.  Too bad, because I love other OGX products.
Thick & Full Biotin & Collagen Conditioner;It'll make your hair feel full and give volume, but at the same time it'll weigh it down. Your hair will become oily, and be due for a wash compared to normal time.
Thick & Full Biotin & Collagen Conditioner;I bought this shampoo hoping I could achieve more thick and voluminous hair. However, after using this product only 2 times it left a waxy/sticky coat over my hair and actually made me loose hair. I have never used a product that made me loose so much hair especially if it claims to strengthen your hair
Thick & Full Biotin & Collagen Conditioner;As a conditioner
Thick & Full Biotin & Collagen Conditioner;i am so disappointed that a product I have used forever has changed. I noticed no difference in shampoo. But this new formula for the conditioner is just sad. totally dries out hair as if theres no conditioner in it at all. My first clue was it was not squeezing out of the bottle right. It actually tangles my hair leaving it hard now and not soft and easy to get a wide tooth comb through this thin hair. I am so disappointed and am going to have to change brands. I pulled out a sample bottle and then this. The ingredient's are switched around and some changed. I am going to have to throw away a bottle 3/4 full. I used so much last night to try to make it work and its still horrid.
Thick & Full Biotin & Collagen Conditioner;Not sure if this is a bad bottle, but I have a heck of a time getting product out of container, and when I do, its just a blob and it doesn't lather up.  Not to impressed at this point.
Thick & Full Biotin & Collagen Conditioner;I was surprised I liked this shampoo and conditioner so much. I think the people who didn't like it probably were using it every time they washed their hair. I alternate with a higher quality shampoo and conditioner (lanza and a purple shampoo) and I've never had a problem with build up. Im obsessed with the smell! I can go to bed with my hair wet and just brush it in the morning and it looks like I just had a blow out.  Is this the best shampoo and conditioner for the health of your hair? Probably not.. but its a good one to have in the shower for the days you want something different.
Thick & Full Biotin & Collagen Conditioner;Smells absolutely awful, would NOT recommend!
Thick & Full Biotin & Collagen Conditioner;"This is the strangest shampoo (and the conditioner) to me. I am used to shampoos that feel frothy and rich, and conditioners that feel silky when I rinse them out. I do a lot of detangling with my fingers in the shower because my hair is so long. It's well past my waist, almost to the top of my legs. Finger detangling in the shower helps prevent a lot of breakage. This shampoo (and the conditioner) scared me at first. I could hardly get my fingers through my hair. It knotted up when I shampooed, and took forever to get the knots out. The shampoo seemed to completely strip my hair, or so it felt. I'm talking SQUEEEEEAKY clean. I assumed that when it dried, it would look like a broom. But it didn't. I also used the conditioner, which didn't give me a warm fuzzy feeling, either. I didn't use any detangler or hair oil out of the shower because I wanted to see exactly how this stuff worked for me. I carefully detangled with a flat detangling brush and let it air dry. And it looked amazing! I was shocked. My hair was so shiny and soft. It had lots of movement, and my waves had definition. I've used about half of both bottles so far, and I'm not seeing any change. My hair doesn't seem to be drying out or breaking, and I haven't noticed any unusual hair fall. I'm still on the fence, though, because it's so difficult to detangle. The ""after"" is great for me. It's getting there that's difficult, and I don't like spending ages on my hair. I want to wash, detangle, and let it air dry on its own."
Thick & Full Biotin & Collagen Conditioner;Great product!! Loved it! Give a heavy hair look. happy with purchase.
Thick & Full Biotin & Collagen Conditioner;I recently cut my waist-length hair off to about my jawline, and was seriously concerned about volume. My hair has always been super thin, so when I chopped it off, I was instantly on the hunt for a good voluming shampoo. I work at Ulta and despite my employee discount, I'm not a fan of dropping a ton of money on shampoos because I like to mix mine to get various benefits. OGX has worked great for me in the past and I love that it's cruelty free and very affordable. While this shampoo in particular doesn't smell the ~best~ it works AMAZING. My hair has gotten some SERIOUS volume since I've started using it and I've found myself using less volumizing styling products just because I don't want my hair to look poofy! Can't say I've had to deal with that before! Overall, I totally recommend and will plan on getting this again once I run out!
Thick & Full Biotin & Collagen Conditioner;So far I love it
Thick & Full Biotin & Collagen Conditioner;This made my hair feel dry and as if there was a coat of sticky wax covering it - will not be buying again
Thick & Full Biotin & Collagen Conditioner;I have used several different kinds of shampoo and this one made my thin post postpartum hair thick and healthy
Thick & Full Biotin & Collagen Conditioner;After trying this product for two months, I'm going tomorrow to get my long hair cut off at my neck because it feels like straw, is breaking, and falling out.
Thick & Full Biotin & Collagen Conditioner;I read the other reviews about the DMDM in this that causes hair loss. After using this shampoo my hair falls out, is dry and brittle. Looking at the ingredients on Ulta's website, the DMDM is not listed. On the bottle in my shower it's listed plain as day!! Why didn't ulta include it on their ingredients?! That's shady.
Thick & Full Biotin & Collagen Conditioner;This shampoo knotted my hair up so bad, and I experienced so much hair loss. Honestly while I was using it I never thought anything of it until i seen that other people were experiencing the same issue, it also dried out my hair. Never will purchase this again!
Thick & Full Biotin & Collagen Conditioner;The best product ever if you have damaged hair
Thick & Full Biotin & Collagen Conditioner;I've been using this for about 2 years, thinking it was good for my hair. WRONG! It has DMDM Hydantoin as well as other ingredients that DAMAGE your hair and cause HAIR LOSS! As a 27-yr old experiencing hair loss, this is not okay!
Thick & Full Biotin & Collagen Conditioner;I decided to try this after reading an article rating shampoos for thin hair, (this was the reasonably priced option) and boy I'm sure glad I did! My very fine, very thin hair seems thicker and fuller after only about a week of daily washing! It also does not seem to be drying like other shampoos I've tried. I was very skeptical, but this has certainly lived up to it's recommendation. I definitely recommend it.
Thick & Full Biotin & Collagen Conditioner;Unfortunately I used this for years since it's sulfate and paraben free. However it has DMDM hydantoin!!! This is no better than using tresemme. Look up the lawsuits and save your hair. I switched to hempz shampoo and conditioner
Thick & Full Biotin & Collagen Conditioner;My husband used this product, and his scalp was very irritated.
Thick & Full Biotin & Collagen Conditioner;I started noticing hair loss after a few times using this shampoo and conditioner. At the time I didnt think none of it until my shower got clogged. When I unclogged it and seen the amount of hair I lost I wanted to cry. I immediately threw the product away and stopped using it. I then googled what causes hair loss and seen that this product contains DMDM hydantoin and sodium chloride. Which both ingredients are bad for your scalp & causes hair loss.
Thick & Full Biotin & Collagen Conditioner;I used it for 3 times now. It's really good shampoo. The only negative thing - the smell is too strong.
Thick & Full Biotin & Collagen Conditioner;I can't honestly rate this for how it works but I will tell you if you don't like that fake coconut smell that smells like a car air freshener, you will hate this smell.  It's just like it.  Must return.
Thick & Full Biotin & Collagen Conditioner;After using the shampoo and conditioner for only one week, my hair has so much volume and looks healthy!  I am not losing hair as I was before.  So impressed with this product!
Thick & Full Biotin & Collagen Conditioner;This product smells great and leaves my hair soft
Thick & Full Biotin & Collagen Conditioner;I've been using this shampoo for a few weeks now, because I wanted my hair to feel thicker and more voluminous. The first few times I used it, I thought my hair looked super shiny and clean. As I've continued to use it, I've noticed a drastic REDUCTION in my hair's volume. My hair is so limp and feels incredibly thin now. The shampoo smells good and it does make my hair shiny, but it is not worth all the fall out!
Thick & Full Biotin & Collagen Conditioner;So I tried switching to different shampoos and conditioners to see differences, and I always go back to this!! The only shampoo and conditioner that leaves my hair so soft and healthy feeling. My hair grew the longest when I used this. Will always stick with it!
Thick & Full Biotin & Collagen Conditioner;Seriously like food for my hair!! Thankful & please do not change formula or do anything with this product! Life changing!
Thick & Full Biotin & Collagen Conditioner;I purchased this after seeing thousands of great reviews of several sites. I question if the reviews are legit because this stuff is terrible! The shampoo along with the conditioner will dry out your hair! My hair was so dry, coarse and difficult to straighten with a straightener after using this. Usually after shampooing and conditioning, your hair immediately becomes softer and you can run your fingers through it. I couldn't run my fingers through my hair at all in the shower with the conditioner that goes along with this shampoo. The texture / fragrance of this stuff reminds me of something you'd find at a cheap discount store. It is not worth the price. I am throwing both bottles out and purchasing new ones because it is ruining my hair!!
Thick & Full Biotin & Collagen Conditioner;Dried my hair out severely and made it start falling out! I've always been super self conscious of my thin hair and now it's worse than before. So disappointed.
Thick & Full Biotin & Collagen Conditioner;I wash my hair twice a week while it stays full and soft and  feeling good with how my hair feels.  With what I was using left a coating and flats on my hair and I lost more hair.
Thick & Full Biotin & Collagen Conditioner;"I honestly am torn between liking and disliking this product. The shampoo and conditioner does what it's labeled to do, my hair is noticeable thicker and has more texture. However, it's almost thick to the point where it has lost all natural shape and bounce and just wants to poof out like a box around my head. It's almost crunchy. On top of that, the product leaves a waxy film on your hair and on your skin that is impossible to rinse out completely. I guess that's what makes your hair feel ""thicker""? It smells really strong too, like reallyyyy strong. I like the smell because it reminds me of warm vanilla sugar, but sensitive users beware. Like I said, does the job, but due to its quirks I will not be repurchasing."
Thick & Full Biotin & Collagen Conditioner;I bought this shampoo and conditioner desperately looking for something to help me with my rapidly thinning hair.  My hair has gotten so thin that I can see my scalp throughout it so I was hoping to find a product to help add volume.  At first the product was really helping my hair look great, and then I started to notice a film being left on my scalp after showering no matter how well I rinsed my hair.  This film made my hair feel grimy and my scalp was itchy....so the search for a perfect shampoo and conditioner continues.
Thick & Full Biotin & Collagen Conditioner;Where has this been my whole life!!! It smells amazing, my hair feels so much thicker, shinier, so soft and not frizzy at all. I love love love this formula.
Thick & Full Biotin & Collagen Conditioner;Smells nice but made my hair feel incredibly dry. I have tried other organix products and loved them but the collagen ones just dry out my hair for some reason.
Thick & Full Biotin & Collagen Conditioner;i was a little sceptical about trying it because of all the bad reviews but i figured hey why not my hair was already falling out ALOT and i mean literal bunches of hair i was so depressed about it and decided to give it a try let me tell you i was so happy to see only a couple hairs go down the drain after i showered i also noticed it helped with the itching on my scalp i was so sick of using head and shoulders it made my hair stink! this one smells sweet like vanilla :) the only bad thing is it does make your hair dry so i use the ogx coconut serum for that  , other than that i love how full my hair feels now and also how much it stopped falling out
Thick & Full Biotin & Collagen Conditioner;I used this shampoo religiously for two or three years now. I loved the smell and it gave good softness and volume to my thin, fine hair. I recently noticed more and more of my hair falling out in the shower and began to fear the worst, like a hormone issue, until I happened to read a review for this shampoo and everyone else was mentioning hair loss. Put it in the trash immediately and moved on to a new brand and the hair loss is slowly stopping but it's going to be a long journey to get it back to normal.
Thick & Full Biotin & Collagen Conditioner;This shampoo turned into gel after two weeks! It's super sticky now and can't be washed out of my hair. It was even hard to get off of my hands. The first few uses were good but i had to throw it away after only a few weeks
Thick & Full Biotin & Collagen Conditioner;I was using this shampoo and conditioner for a while because I have fine hair, and lack of volume, so it seemed like a great solution! I started using it for a few months and noticed the hair appeared to be thicker, and slightly more voluminous. However, shortly after, I got my hair colored and bought some salon quality shampoo and conditioner to protect the color and used that. Flash Forward, the salon hair product is gone and I switch back to this product. I didn't think anything of it at first, I noticed my hair didn't feel as soft but wasn't too bothered by it. A few days of using it and I'm noticing my hair will not stop getting greasy by the end of the day! With the salon product I could easily go two maybe three days without washing, with this product I can barely go one. It's irritating for me because I'm not sweating profusely or working out in any way. The only difference is this shampoo/conditioner. Also I've notice it's difficult to run my fingers through my hair, as well as to brush it, And I definitely have an increase of tangles and knots. Like others have mentioned, it must be product build up in the hair. The other let down is the  conditioner formula is really thin and barely feels like it moisturizes my hair at all, somehow it feels more stripped of moisture after using it in the shower. honestly had it not been for my Salon product experience I might not have never noticed but I'm glad I did!
Thick & Full Biotin & Collagen Conditioner;"Have used for a long time. Definitely helps hair look and feel more full. Not a new formula. There was an additional Biotin kind that OGX launched called ""Extra Strength"" or something, but this Thick and Full Biotin one looks to still be the same."
Thick & Full Biotin & Collagen Conditioner;I have thick wavy hair that is naturally very soft and manageable. This shampoo and conditioner made it impossible to brush through or do anything with, and it left a sticky residue. My hair was very dry but greasy at the roots, and my hair feels a lot thinner than when I started using it.
Thick & Full Biotin & Collagen Conditioner;Got this because it seemed to have good ingredients. Biotin, collagen, vitamins, etc. Is sold as sulfate free but the third ingredient is a sulfate. I use this product like I've used others and after using this my scalp is always itching, I'm starting to get flakes, and normally I wash my hair 2 times a week but since using this, I can't be the day after washing my hair is insanely oily. Idk what the issue is with this company and their products but I've had the same problem when I used their keratin shampoo a few years ago.
